,rule,coef
248,SeizOccur_>30 minutes after injury > 0.5 and AgeinYears <= 8.0,-1.91654
244,AgeInMonth <= 109.0 and SeizOccur_>30 minutes after injury > 0.5,-3.90065
470,ClavFro_1 > 0.5 and AgeInMonth <= 0.5 and HASeverity_Severe <= 0.5,0.47932
401,SFxPalpDepress_0.0 > 0.5 and SeizOccur_>30 minutes after injury <= 0.5 and HemaSize_Large <= 0.5,-11.93516
426,AgeInMonth > 7.5 and SeizOccur_>30 minutes after injury <= 0.5 and SFxBasOto_92 <= 0.5 and HemaSize_Large > 0.5,23.03611
236,Vomit_1.0 <= 0.5 and AMSRepeat_1 <= 0.5 and SFxPalpDepress_0.0 > 0.5,2.05908
254,NeuroDMotor_1 > 0.5 and SFxBasHem_1 <= 0.5 and AMSRepeat_0 > 0.5,-2.43189
441,SFxBasHem_1 > 0.5 and AgeInMonth > 123.5,31.09836
461,AMSRepeat_1 > 0.5 and ClavFro_92 <= 0.5 and LocLen_5 sec - 1 min > 0.5,11.65998
429,SFxBasHem_1 > 0.5 and Vomit_1.0 > 0.5,0.27659
497,SFxPalp_No <= 0.5 and SFxBasHem_1 <= 0.5 and SFxPalpDepress_92.0 > 0.5 and OSIOth_1 <= 0.5 and AMSSleep_0 > 0.5 and AMSAgitated_1 <= 0.5 and ActNorm_nan <= 0.5,-1.11092
439,SFxBasHem_1 > 0.5 and SFxPalpDepress_1.0 <= 0.5 and VomitNbr_Not applicable <= 0.5,4.06038
417,OSICut_1 > 0.5,0.82796
468,SFxPalp_Yes > 0.5 and AMSRepeat_0 > 0.5,14.18207
218,SFxBasPer_0 > 0.5 and AgeInMonth <= 13.5 and OSICut_1 <= 0.5,-29.57721
217,SFxBasPer_0 <= 0.5 and SFxPalp_Yes > 0.5 and Vomit_0.0 <= 0.5,-14.85778
296,HAStart_Not applicable <= 0.5 and AMSAgitated_1 > 0.5 and AMSSleep_1 > 0.5,-10.61612
223,SFxBasRet_0 > 0.5 and HASeverity_Mild > 0.5 and SeizLen_>15 min <= 0.5,-52.40927
464,SFxPalp_Unclear > 0.5 and OSIOth_1 <= 0.5 and HASeverity_Severe > 0.5,-2.48967
436,LOCSeparate_No <= 0.5 and SFxBasHem_1 > 0.5,-0.94456
268,SFxPalp_No <= 0.5 and SFxBasHem_1 <= 0.5 and SFxPalpDepress_92.0 > 0.5 and OSIOth_1 <= 0.5 and AMSSleep_0 > 0.5 and AMSAgitated_1 > 0.5 and ActNorm_nan <= 0.5,-12.28196
270,HASeverity_Moderate <= 0.5 and OSICut_1 > 0.5,-7.77824
479,ClavFace_1 > 0.5 and SeizOccur_>30 minutes after injury <= 0.5 and LocLen_5 sec - 1 min > 0.5 and HemaSize_Small > 0.5 and OSICspine_1 <= 0.5,-10.11362
469,VomitNbr_>2 times > 0.5 and InjuryMech_OtherWheelCrash > 0.5 and Clav_0.0 <= 0.5,4.19835
446,SFxPalpDepress_1.0 > 0.5 and AgeInMonth <= 18.5 and ActNorm_nan <= 0.5,2.86989
492,AMSOth_1 > 0.5 and InjuryMech_BikeCol > 0.5 and NeuroDReflex_1 <= 0.5,2.84465
503,SeizLen_5-15 min > 0.5,4.48631
415,NeuroDMotor_1 <= 0.5 and SFxBasHem_1 <= 0.5 and SeizLen_5-15 min > 0.5,2.73872
241,AMSRepeat_0 <= 0.5 and SFxBasRet_1 > 0.5,-6.53685
462,AMSRepeat_1 > 0.5 and LocLen_>5 min <= 0.5 and HASeverity_Severe > 0.5,14.5358
257,AMSSleep_92 > 0.5 and NeuroDMotor_1 <= 0.5 and SFxBasRet_1 > 0.5,-4.40156
448,AgeInMonth > 210.5 and OSIOth_1 > 0.5 and SFxBasOto_0 <= 0.5,-54.04026
485,AgeInMonth <= 1.5 and LocLen_Not applicable <= 0.5,3.08385
507,OSIFlank_1 > 0.5 and AgeInMonth <= 18.5,6.9055
467,Sedated_1.0 > 0.5,4.69922
256,VomitNbr_>2 times > 0.5 and InjuryMech_OtherWheelCrash > 0.5 and Clav_0.0 > 0.5,-5.49219
266,AMSRepeat_1 > 0.5 and ClavFro_92 > 0.5 and LocLen_5 sec - 1 min > 0.5,11.17422
228,VomitNbr_>2 times <= 0.5 and SFxBasRhi_92 <= 0.5 and InjuryMech_OtherWheelCrash > 0.5,-12.65896
259,SFxPalpDepress_1.0 <= 0.5 and AgeInMonth <= 0.5 and ClavFro_92 <= 0.5 and HemaSize_Small > 0.5,-8.7993
489,NeuroDSensory_0 > 0.5 and InjuryMech_PedesMV > 0.5,20.03243
443,Vomit_1.0 > 0.5 and AMSRepeat_1 <= 0.5 and SFxPalpDepress_0.0 > 0.5,10.8506
219,SFxBasHem_1 > 0.5 and InjuryMech_Other > 0.5,-1.15954
423,OSICspine_0 <= 0.5 and NeuroDReflex_1 > 0.5,6.64469
494,OSIPelvis_1 > 0.5 and AMSOth_0 > 0.5,-0.63304
449,AMSRepeat_0 > 0.5 and SFxBasRet_1 > 0.5,4.32703
437,SFxBasHem_1 <= 0.5 and SFxPalpDepress_1.0 > 0.5 and AMSAgitated_0 > 0.5,-7.46373
473,AMSSleep_92 <= 0.5 and NeuroDMotor_1 <= 0.5 and SFxBasRet_1 > 0.5,3.57785
506,SeizLen_>15 min > 0.5,3.75999
458,NeuroD_nan <= 0.5 and SeizLen_>15 min > 0.5,3.79169
456,AMSRepeat_1 > 0.5 and ActNorm_nan > 0.5,33.28652
471,OSIOth_1 > 0.5 and HASeverity_Severe > 0.5,63.59172
483,HASeverity_Moderate > 0.5 and OSICut_1 > 0.5,4.64569
249,AgeInMonth <= 7.5 and HemaLoc_Parietal/Temporal > 0.5 and SeizOccur_>30 minutes after injury <= 0.5 and OSIExtremity_92 <= 0.5 and HemaSize_Large > 0.5,-2.23746
447,SFxBasRet_0 > 0.5 and NeuroDReflex_1 > 0.5,72.36379
430,NeuroD_nan <= 0.5 and SFxBasHem_1 > 0.5 and NeuroDSensory_1 > 0.5,4.04792
